text1_idx,text2_idx,text1_prompt,text2_prompt,text1_temp,text2_temp,text1_filename,text2_filename,precision,recall,f1_score,same_prompt,same_temp,temp_diff
3,5,complex,complex,0.75,1.25,complex_0.75.txt,complex_1.25.txt,0.8552678823471069,0.8606997728347778,0.8579752445220947,True,False,0.5
3,6,complex,complex,0.75,1.5,complex_0.75.txt,complex_1.5.txt,0.8570670485496521,0.8567013144493103,0.8568841814994812,True,False,0.75
3,7,complex,vague,0.75,0.001,complex_0.75.txt,vague_0.001.txt,0.8184787631034851,0.8227486610412598,0.8206081390380859,False,False,0.749
3,8,complex,vague,0.75,0.25,complex_0.75.txt,vague_0.25.txt,0.8250763416290283,0.8260398507118225,0.8255578279495239,False,False,0.5
3,9,complex,vague,0.75,0.5,complex_0.75.txt,vague_0.5.txt,0.8319274187088013,0.8327438831329346,0.8323354125022888,False,False,0.25
3,10,complex,vague,0.75,0.75,complex_0.75.txt,vague_0.75.txt,0.8282683491706848,0.826468288898468,0.82736736536026,False,True,0.0
3,11,complex,vague,0.75,1.0,complex_0.75.txt,vague_1.0.txt,0.8277369737625122,0.8283213376998901,0.8280290365219116,False,False,0.25
3,12,complex,vague,0.75,1.25,complex_0.75.txt,vague_1.25.txt,0.8261231184005737,0.8229967355728149,0.8245570063591003,False,False,0.5
3,13,complex,vague,0.75,1.5,complex_0.75.txt,vague_1.5.txt,0.8264175057411194,0.8230149745941162,0.8247127532958984,False,False,0.75
4,5,complex,complex,1.0,1.25,complex_1.0.txt,complex_1.25.txt,0.8758864998817444,0.8765370845794678,0.8762117028236389,True,False,0.25
4,6,complex,complex,1.0,1.5,complex_1.0.txt,complex_1.5.txt,0.8624408841133118,0.8585730195045471,0.8605026602745056,True,False,0.5
4,7,complex,vague,1.0,0.001,complex_1.0.txt,vague_0.001.txt,0.8180481195449829,0.8218660354614258,0.819952666759491,False,False,0.999
4,8,complex,vague,1.0,0.25,complex_1.0.txt,vague_0.25.txt,0.8313037753105164,0.8301023840904236,0.8307026028633118,False,False,0.75
4,9,complex,vague,1.0,0.5,complex_1.0.txt,vague_0.5.txt,0.8348962068557739,0.8344806432723999,0.8346884250640869,False,False,0.5
4,10,complex,vague,1.0,0.75,complex_1.0.txt,vague_0.75.txt,0.8276970982551575,0.8260216116905212,0.8268584609031677,False,False,0.25
4,11,complex,vague,1.0,1.0,complex_1.0.txt,vague_1.0.txt,0.8257853388786316,0.8287602066993713,0.8272700905799866,False,True,0.0
4,12,complex,vague,1.0,1.25,complex_1.0.txt,vague_1.25.txt,0.8273818492889404,0.8231602907180786,0.825265645980835,False,False,0.25
4,13,complex,vague,1.0,1.5,complex_1.0.txt,vague_1.5.txt,0.8312492966651917,0.827862024307251,0.8295522332191467,False,False,0.5
5,6,complex,complex,1.25,1.5,complex_1.25.txt,complex_1.5.txt,0.8634385466575623,0.8558051586151123,0.8596048951148987,True,False,0.25
5,7,complex,vague,1.25,0.001,complex_1.25.txt,vague_0.001.txt,0.819246232509613,0.8244717717170715,0.8218506574630737,False,False,1.249
5,8,complex,vague,1.25,0.25,complex_1.25.txt,vague_0.25.txt,0.8316743969917297,0.833450973033905,0.832561731338501,False,False,1.0
5,9,complex,vague,1.25,0.5,complex_1.25.txt,vague_0.5.txt,0.8384265303611755,0.8369351625442505,0.8376801609992981,False,False,0.75
5,10,complex,vague,1.25,0.75,complex_1.25.txt,vague_0.75.txt,0.8283145427703857,0.8283029794692993,0.8283087611198425,False,False,0.5
5,11,complex,vague,1.25,1.0,complex_1.25.txt,vague_1.0.txt,0.8274233341217041,0.8301599621772766,0.8287894129753113,False,False,0.25
5,12,complex,vague,1.25,1.25,complex_1.25.txt,vague_1.25.txt,0.8299984931945801,0.8261492848396301,0.8280694484710693,False,True,0.0
5,13,complex,vague,1.25,1.5,complex_1.25.txt,vague_1.5.txt,0.8329746723175049,0.8281540870666504,0.8305574059486389,False,False,0.25
6,7,complex,vague,1.5,0.001,complex_1.5.txt,vague_0.001.txt,0.8148148059844971,0.8222243189811707,0.8185027837753296,False,False,1.499
6,8,complex,vague,1.5,0.25,complex_1.5.txt,vague_0.25.txt,0.8262766003608704,0.8301355838775635,0.8282016515731812,False,False,1.25
6,9,complex,vague,1.5,0.5,complex_1.5.txt,vague_0.5.txt,0.8305097818374634,0.8320380449295044,0.8312731981277466,False,False,1.0
6,10,complex,vague,1.5,0.75,complex_1.5.txt,vague_0.75.txt,0.8223980069160461,0.8258901834487915,0.8241403698921204,False,False,0.75
6,11,complex,vague,1.5,1.0,complex_1.5.txt,vague_1.0.txt,0.8257570266723633,0.8288356065750122,0.8272934556007385,False,False,0.5
6,12,complex,vague,1.5,1.25,complex_1.5.txt,vague_1.25.txt,0.8211449384689331,0.8216730952262878,0.8214089870452881,False,False,0.25
6,13,complex,vague,1.5,1.5,complex_1.5.txt,vague_1.5.txt,0.8262843489646912,0.8261843919754028,0.8262344598770142,False,True,0.0
7,8,vague,vague,0.001,0.25,vague_0.001.txt,vague_0.25.txt,0.8510910272598267,0.8440353870391846,0.8475485444068909,True,False,0.249
7,9,vague,vague,0.001,0.5,vague_0.001.txt,vague_0.5.txt,0.8560932278633118,0.8495036363601685,0.8527857065200806,True,False,0.499
7,10,vague,vague,0.001,0.75,vague_0.001.txt,vague_0.75.txt,0.8756489157676697,0.8691707849502563,0.8723978400230408,True,False,0.749
7,11,vague,vague,0.001,1.0,vague_0.001.txt,vague_1.0.txt,0.8499186038970947,0.8469715118408203,0.8484424948692322,True,False,0.999
7,12,vague,vague,0.001,1.25,vague_0.001.txt,vague_1.25.txt,0.8535345792770386,0.8466580510139465,0.8500823378562927,True,False,1.249
7,13,vague,vague,0.001,1.5,vague_0.001.txt,vague_1.5.txt,0.8524478673934937,0.8461223244667053,0.8492732644081116,True,False,1.499
8,9,vague,vague,0.25,0.5,vague_0.25.txt,vague_0.5.txt,0.8695045709609985,0.868466854095459,0.8689854145050049,True,False,0.25
8,10,vague,vague,0.25,0.75,vague_0.25.txt,vague_0.75.txt,0.8768396973609924,0.8844483494758606,0.8806275725364685,True,False,0.5
8,11,vague,vague,0.25,1.0,vague_0.25.txt,vague_1.0.txt,0.8802896738052368,0.8807120323181152,0.880500853061676,True,False,0.75
8,12,vague,vague,0.25,1.25,vague_0.25.txt,vague_1.25.txt,0.8688933849334717,0.8683867454528809,0.8686400055885315,True,False,1.0
8,13,vague,vague,0.25,1.5,vague_0.25.txt,vague_1.5.txt,0.8709929585456848,0.868230938911438,0.8696097135543823,True,False,1.25
9,10,vague,vague,0.5,0.75,vague_0.5.txt,vague_0.75.txt,0.8665319681167603,0.8740074634552002,0.8702536225318909,True,False,0.25
9,11,vague,vague,0.5,1.0,vague_0.5.txt,vague_1.0.txt,0.874807596206665,0.8768972158432007,0.8758512139320374,True,False,0.5
9,12,vague,vague,0.5,1.25,vague_0.5.txt,vague_1.25.txt,0.8647928833961487,0.8683563470840454,0.8665708899497986,True,False,0.75
9,13,vague,vague,0.5,1.5,vague_0.5.txt,vague_1.5.txt,0.8746770620346069,0.8748987913131714,0.8747879266738892,True,False,1.0
10,11,vague,vague,0.75,1.0,vague_0.75.txt,vague_1.0.txt,0.8749011754989624,0.8721104264259338,0.873503565788269,True,False,0.25
10,12,vague,vague,0.75,1.25,vague_0.75.txt,vague_1.25.txt,0.8754991888999939,0.8726566433906555,0.8740755915641785,True,False,0.5
10,13,vague,vague,0.75,1.5,vague_0.75.txt,vague_1.5.txt,0.8687814474105835,0.8623125553131104,0.8655349016189575,True,False,0.75
11,12,vague,vague,1.0,1.25,vague_1.0.txt,vague_1.25.txt,0.8604353666305542,0.8608243465423584,0.8606298565864563,True,False,0.25
11,13,vague,vague,1.0,1.5,vague_1.0.txt,vague_1.5.txt,0.8712239265441895,0.8681842088699341,0.8697014451026917,True,False,0.5
12,13,vague,vague,1.25,1.5,vague_1.25.txt,vague_1.5.txt,0.8746257424354553,0.8709035515785217,0.8727606534957886,True,False,0.25
